Date,Open,High,Low,Close,Volume,BuySell
17-Nov-13,37.69,38.16,36.90,37.84,200266704,0
24-Nov-13,37.35,37.68,36.67,37.57,180829104,0
1-Dec-13,37.93,38.29,37.35,38.13,113204600,0
8-Dec-13,38.09,38.98,37.18,38.36,299806112,0
15-Dec-13,38.56,38.90,36.62,36.69,184046896,0
22-Dec-13,36.73,37.11,35.53,36.80,237423200,0
29-Dec-13,36.81,37.62,36.55,37.29,71547504,0
5-Jan-14,37.22,37.58,36.60,36.91,95561000,0
12-Jan-14,36.85,36.89,35.40,36.04,216443296,0
19-Jan-14,35.99,37.00,34.63,36.38,216624000,0
26-Jan-14,36.82,37.55,35.52,36.81,173821104,0
2-Feb-14,36.87,37.89,35.75,37.84,261570800,0
9-Feb-14,37.74,37.99,35.69,36.56,243187696,0
16-Feb-14,36.63,37.86,36.29,37.62,155003200,0
23-Feb-14,37.63,38.35,37.21,37.98,128131800,0
2-Mar-14,37.69,38.46,37.19,38.31,178981792,0
9-Mar-14,37.92,38.48,37.49,37.90,127213800,0
16-Mar-14,37.99,38.45,37.51,37.70,134082400,0
23-Mar-14,37.90,40.94,37.79,40.16,260132304,1
30-Mar-14,40.34,40.99,39.34,40.30,210110896,0
6-Apr-14,40.43,41.66,39.64,39.87,189707200,0
13-Apr-14,39.96,40.69,39.00,39.21,181167904,0
20-Apr-14,39.11,40.42,38.90,40.01,133279504,0
27-Apr-14,40.13,40.68,39.30,39.91,173139104,0
4-May-14,40.14,41.29,39.66,39.69,187909104,-1
11-May-14,39.52,39.90,38.51,39.54,153085792,0
18-May-14,39.74,40.50,39.27,39.83,136266400,0
25-May-14,39.61,40.37,39.46,40.12,106478800,0
1-Jun-14,40.26,40.97,39.81,40.94,106327904,0
8-Jun-14,40.95,41.66,39.86,41.48,115707904,0
15-Jun-14,41.39,41.57,40.29,41.23,104305800,0
22-Jun-14,41.04,41.91,40.34,41.68,141414000,0
29-Jun-14,41.73,42.29,41.43,42.25,163546496,1
6-Jul-14,42.17,42.21,41.53,41.80,93887504,0
13-Jul-14,41.75,42.12,41.05,42.09,117554200,0
20-Jul-14,42.22,45.71,42.03,44.69,239535600,0
27-Jul-14,44.56,45.45,44.22,44.50,190526096,0
3-Aug-14,44.36,44.51,42.60,42.86,152076496,0
10-Aug-14,42.97,43.47,42.21,43.20,144435392,0
17-Aug-14,43.26,44.90,43.00,44.79,125596704,0
24-Aug-14,44.94,45.47,44.68,45.15,120381104,0
31-Aug-14,45.40,45.44,44.61,45.43,92336200,0
7-Sep-14,45.43,45.93,44.53,45.91,120076200,0
14-Sep-14,46.02,47.02,45.99,46.70,180802592,0
21-Sep-14,46.54,47.57,46.10,47.52,341969088,0
28-Sep-14,47.30,47.38,45.76,46.41,158855296,0
5-Oct-14,45.98,46.56,45.61,46.09,154785104,0
12-Oct-14,46.12,46.89,43.95,44.03,165759600,-1
19-Oct-14,43.82,44.56,42.10,43.63,225158304,0
26-Oct-14,43.06,46.90,42.81,46.13,211061200,0
2-Nov-14,45.71,46.97,45.71,46.95,155620800,0
9-Nov-14,46.89,48.92,46.73,48.68,128149200,0
16-Nov-14,48.65,50.05,48.52,49.58,137829504,0
23-Nov-14,49.41,49.71,47.57,47.98,144887008,0
30-Nov-14,47.99,48.20,47.28,47.81,112140200,0
7-Dec-14,47.88,49.06,47.71,48.42,138133696,0
